,Iteration,Time,Fitness,Temperature,max_iters
334,334,0.055320499999993444,6.0,1,1000
335,335,0.05543570000008913,6.0,1,1000
336,336,0.05554840000002059,6.0,1,1000
337,337,0.05566410000005817,6.0,1,1000
338,338,0.05578360000004068,6.0,1,1000
339,339,0.05589650000001711,6.0,1,1000
340,340,0.05600970000000416,6.0,1,1000
341,341,0.05616659999998319,6.0,1,1000
342,342,0.05628680000006625,9.0,1,1000
343,343,0.056409000000030574,9.0,1,1000
344,344,0.056573500000013155,9.0,1,1000
345,345,0.05672309999999925,9.0,1,1000
346,346,0.056929200000013225,9.0,1,1000
347,347,0.05708709999998973,9.0,1,1000
348,348,0.05945600000006834,9.0,1,1000
349,349,0.05962320000003274,9.0,1,1000
350,350,0.05976240000006783,9.0,1,1000
351,351,0.05988999999999578,9.0,1,1000
352,352,0.060014900000055604,9.0,1,1000
353,353,0.060330500000077336,9.0,1,1000
354,354,0.06146550000005391,9.0,1,1000
355,355,0.061650500000041575,9.0,1,1000
356,356,0.06178710000006049,9.0,1,1000
357,357,0.06191239999998288,9.0,1,1000
358,358,0.06204539999998815,9.0,1,1000
359,359,0.06219080000005306,9.0,1,1000
360,360,0.06229560000008405,9.0,1,1000
361,361,0.0624288000000206,9.0,1,1000
362,362,0.06256100000007336,9.0,1,1000
363,363,0.06265770000004522,9.0,1,1000
364,364,0.06278970000005302,9.0,1,1000
365,365,0.06292130000008456,9.0,1,1000
366,366,0.06305350000002363,9.0,1,1000
367,367,0.06319240000004811,9.0,1,1000
368,368,0.06332640000005085,9.0,1,1000
369,369,0.06342510000001766,9.0,1,1000
370,370,0.063564700000029,9.0,1,1000
371,371,0.06368850000001203,9.0,1,1000
372,372,0.06377950000000965,9.0,1,1000
373,373,0.06387050000000727,9.0,1,1000
374,374,0.06399270000008528,9.0,1,1000
375,375,0.06411980000007134,9.0,1,1000
376,376,0.06424860000004173,9.0,1,1000
377,377,0.06434740000008787,9.0,1,1000
378,378,0.06446820000007847,9.0,1,1000
379,379,0.06458840000004784,9.0,1,1000
380,380,0.06470869999998285,9.0,1,1000
381,381,0.06482590000007349,9.0,1,1000
382,382,0.06492500000001655,9.0,1,1000
383,383,0.06504790000008143,9.0,1,1000
384,384,0.06518060000007608,9.0,1,1000
385,385,0.06530020000002423,9.0,1,1000
386,386,0.06542150000007041,9.0,1,1000
387,387,0.06554930000004333,9.0,1,1000
388,388,0.06567289999998138,9.0,1,1000
389,389,0.06579540000007,9.0,1,1000
390,390,0.06588720000002013,9.0,1,1000
391,391,0.06600890000004256,9.0,1,1000
392,392,0.0661413000000266,9.0,1,1000
393,393,0.06626740000001519,9.0,1,1000
394,394,0.06639330000007249,9.0,1,1000
395,395,0.06651580000004742,9.0,1,1000
396,396,0.06664010000008602,9.0,1,1000
397,397,0.06676100000004226,9.0,1,1000
398,398,0.06688459999998031,9.0,1,1000
399,399,0.06698549999998704,9.0,1,1000
400,400,0.06708170000001701,9.0,1,1000
401,401,0.06721460000005663,9.0,1,1000
402,402,0.06733740000004218,9.0,1,1000
403,403,0.0674684000000525,9.0,1,1000
404,404,0.06759380000005422,9.0,1,1000
405,405,0.06768859999999677,12.0,1,1000
406,406,0.06801000000007207,12.0,1,1000
407,407,0.06814510000003793,12.0,1,1000
408,408,0.06828010000003815,12.0,1,1000
409,409,0.0683776000000762,12.0,1,1000
410,410,0.06850459999998293,12.0,1,1000
411,411,0.06863090000001648,12.0,1,1000
412,412,0.0687579000000369,12.0,1,1000
413,413,0.06887460000007195,12.0,1,1000
414,414,0.06897140000000945,12.0,1,1000
415,415,0.06905519999997978,12.0,1,1000
416,416,0.06917490000000726,12.0,1,1000
417,417,0.06925990000002002,12.0,1,1000
418,418,0.06934799999999086,12.0,1,1000
419,419,0.06945580000001428,12.0,1,1000
420,420,0.06954100000007202,12.0,1,1000
421,421,0.06965150000007725,12.0,1,1000
422,422,0.06974460000003546,12.0,1,1000
423,423,0.06987970000000132,12.0,1,1000
424,424,0.07000790000006418,12.0,1,1000
425,425,0.07014440000000377,12.0,1,1000
426,426,0.07027349999998478,12.0,1,1000
427,427,0.07040330000006634,12.0,1,1000
428,428,0.07053210000003673,12.0,1,1000
429,429,0.07066050000003088,12.0,1,1000
430,430,0.07078890000002502,14.0,1,1000
431,431,0.07091690000004292,14.0,1,1000
432,432,0.07127680000007786,14.0,1,1000
433,433,0.07142970000006699,14.0,1,1000
434,434,0.07155829999999241,14.0,1,1000
435,435,0.07175000000006548,14.0,1,1000
436,436,0.0719007000000147,14.0,1,1000
437,437,0.07204220000005535,14.0,1,1000
438,438,0.07214920000001257,14.0,1,1000
439,439,0.07229040000004261,14.0,1,1000
440,440,0.07241900000008172,14.0,1,1000
441,441,0.07254990000001271,14.0,1,1000
442,442,0.07264440000005834,14.0,1,1000
443,443,0.07277220000003126,14.0,1,1000
444,444,0.07288340000002336,14.0,1,1000
445,445,0.07302010000000791,14.0,1,1000
446,446,0.07316000000002987,14.0,1,1000
447,447,0.0732644000000846,14.0,1,1000
448,448,0.07338950000007571,14.0,1,1000
449,449,0.07351870000002236,14.0,1,1000
450,450,0.07364300000006097,16.0,1,1000
451,451,0.07376499999998032,16.0,1,1000
452,452,0.07388090000006287,16.0,1,1000
453,453,0.07400380000001405,16.0,1,1000
454,454,0.07408920000000307,18.0,1,1000
455,455,0.07438500000000658,18.0,1,1000
456,456,0.07454500000005737,18.0,1,1000
457,457,0.07473579999998492,18.0,1,1000
458,458,0.07490440000003673,18.0,1,1000
459,459,0.07504710000000614,18.0,1,1000
460,460,0.07520640000007006,18.0,1,1000
461,461,0.07534780000003138,19.0,1,1000
462,462,0.07548550000001342,19.0,1,1000
463,463,0.0756364000000076,19.0,1,1000
464,464,0.07577920000005633,19.0,1,1000
465,465,0.07589000000007218,19.0,1,1000
466,466,0.07603280000000723,19.0,1,1000
467,467,0.07614750000004733,19.0,1,1000
468,468,0.07638780000002043,19.0,1,1000
469,469,0.07652370000005249,19.0,1,1000
470,470,0.0766523000000916,19.0,1,1000
